train_loss,epoch,step,val_loss,val_acc,train_acc
0.5649876594543457,12,5599,,,
0.3588603734970093,12,5649,,,
0.31405359506607056,12,5699,,,
0.3133358061313629,12,5749,,,
0.35652971267700195,12,5799,,,
0.26317405700683594,12,5849,,,
,12,5849,0.42638856172561646,0.8031250238418579,
,12,5849,,,0.8288888931274414
0.4572811722755432,13,5899,,,
0.22377339005470276,13,5949,,,
0.3319082260131836,13,5999,,,
0.4949801564216614,13,6049,,,
0.3925377130508423,13,6099,,,
0.1525227427482605,13,6149,,,
0.4772655963897705,13,6199,,,
0.2961873412132263,13,6249,,,
0.43977609276771545,13,6299,,,
,13,6299,0.4423508048057556,0.8199999928474426,
,13,6299,,,0.8303472399711609
0.31003037095069885,14,6349,,,
0.33060675859451294,14,6399,,,
0.48810479044914246,14,6449,,,
0.6293540000915527,14,6499,,,
0.3432925045490265,14,6549,,,
0.3451583981513977,14,6599,,,
0.48750463128089905,14,6649,,,
0.4626644253730774,14,6699,,,
0.48894110321998596,14,6749,,,
,14,6749,0.5001301765441895,0.7912499904632568,
,14,6749,,,0.8324999809265137
0.4736907184123993,15,6799,,,
0.17558324337005615,15,6849,,,
0.4851645529270172,15,6899,,,
0.24308247864246368,15,6949,,,
0.5483856201171875,15,6999,,,
0.32900992035865784,15,7049,,,
0.6632614731788635,15,7099,,,
0.2877248227596283,15,7149,,,
0.5731256008148193,15,7199,,,
,15,7199,0.5190539360046387,0.7406250238418579,
,15,7199,,,0.8262500166893005
0.3427577614784241,16,7249,,,
0.3867001235485077,16,7299,,,
0.37725624442100525,16,7349,,,
0.37298935651779175,16,7399,,,
0.33444851636886597,16,7449,,,
0.32963621616363525,16,7499,,,
0.42763465642929077,16,7549,,,
0.3357993960380554,16,7599,,,
0.25303271412849426,16,7649,,,
,16,7649,0.47643473744392395,0.7950000166893005,
,16,7649,,,0.8230555653572083
0.8116305470466614,17,7699,,,
0.47737377882003784,17,7749,,,
0.43604451417922974,17,7799,,,
0.5780214667320251,17,7849,,,
0.20777341723442078,17,7899,,,
0.21095873415470123,17,7949,,,
0.41094523668289185,17,7999,,,
0.36049798130989075,17,8049,,,
0.2706921100616455,17,8099,,,
,17,8099,0.45382776856422424,0.7943750023841858,
,17,8099,,,0.8274305462837219
0.393903523683548,18,8149,,,
0.7136797904968262,18,8199,,,
0.39289626479148865,18,8249,,,
0.560543954372406,18,8299,,,
0.27834826707839966,18,8349,,,
0.43398746848106384,18,8399,,,
0.2929700016975403,18,8449,,,
0.39043593406677246,18,8499,,,
0.7216863632202148,18,8549,,,
,18,8549,0.4870031774044037,0.7912499904632568,
,18,8549,,,0.8255555629730225
0.35582077503204346,19,8599,,,
0.30806630849838257,19,8649,,,
0.23009514808654785,19,8699,,,
0.3229631185531616,19,8749,,,
0.3256148099899292,19,8799,,,
0.23224598169326782,19,8849,,,
0.15704245865345,19,8899,,,
0.8454734683036804,19,8949,,,
0.4699857234954834,19,8999,,,
,19,8999,0.4573045074939728,0.7818750143051147,
,19,8999,,,0.8311111330986023
0.4287322759628296,20,9049,,,
0.6087243556976318,20,9099,,,
0.3425569236278534,20,9149,,,
0.40245357155799866,20,9199,,,
0.5872468948364258,20,9249,,,
0.42911773920059204,20,9299,,,
0.30058807134628296,20,9349,,,
0.35477542877197266,20,9399,,,
0.6038862466812134,20,9449,,,
,20,9449,0.529090166091919,0.793749988079071,
,20,9449,,,0.8234722018241882
0.28501105308532715,21,9499,,,
