train_loss,epoch,step,val_loss
2.2190632820129395,0,49,
1.9355583190917969,0,99,
1.401437759399414,0,149,
0.8754709362983704,0,199,
0.48885616660118103,0,249,
0.6340036988258362,0,299,
0.505581796169281,0,349,
0.4695965349674225,0,399,
0.6250975131988525,0,449,
0.5807868838310242,0,499,
0.37776854634284973,0,549,
0.47875499725341797,0,599,
0.5394694805145264,0,649,
0.44484224915504456,0,699,
0.3071228563785553,0,749,
0.3618605434894562,0,799,
0.35115739703178406,0,849,
,0,859,0.3608616292476654
0.26434195041656494,1,899,
0.2718833386898041,1,949,
0.23078639805316925,1,999,
0.415077805519104,1,1049,
0.2385333776473999,1,1099,
0.25017350912094116,1,1149,
0.26320087909698486,1,1199,
0.13799110054969788,1,1249,
0.30829307436943054,1,1299,
0.34525763988494873,1,1349,
0.37174490094184875,1,1399,
0.27644121646881104,1,1449,
0.17258501052856445,1,1499,
0.2172583043575287,1,1549,
0.28949838876724243,1,1599,
0.1517646610736847,1,1649,
0.31241658329963684,1,1699,
,1,1719,0.2630932629108429
0.10220371931791306,2,1749,
0.2640737295150757,2,1799,
0.3635450303554535,2,1849,
0.1441267877817154,2,1899,
0.18876145780086517,2,1949,
0.3469775319099426,2,1999,
0.2401227504014969,2,2049,
0.35971835255622864,2,2099,
0.16840286552906036,2,2149,
0.29828494787216187,2,2199,
0.40948301553726196,2,2249,
0.1864878088235855,2,2299,
0.39503178000450134,2,2349,
0.2846403419971466,2,2399,
0.24035124480724335,2,2449,
0.3761204779148102,2,2499,
0.11052072048187256,2,2549,
,2,2579,0.24928830564022064
0.1560668796300888,3,2599,
0.19207386672496796,3,2649,
0.17946310341358185,3,2699,
0.5468857884407043,3,2749,
0.42818960547447205,3,2799,
0.21056951582431793,3,2849,
0.11101022362709045,3,2899,
0.07370273768901825,3,2949,
0.18647776544094086,3,2999,
0.1883622109889984,3,3049,
0.11568666994571686,3,3099,
0.1368265599012375,3,3149,
0.27629268169403076,3,3199,
0.12090032547712326,3,3249,
0.20937605202198029,3,3299,
0.16139265894889832,3,3349,
0.19517634809017181,3,3399,
,3,3439,0.18029871582984924
0.15644097328186035,4,3449,
0.09640412032604218,4,3499,
0.06131686642765999,4,3549,
0.11565390229225159,4,3599,
0.0954241007566452,4,3649,
0.22812393307685852,4,3699,
0.1546831876039505,4,3749,
0.267218679189682,4,3799,
0.2263200283050537,4,3849,
0.24345430731773376,4,3899,
0.33438926935195923,4,3949,
0.33073025941848755,4,3999,
0.08888108283281326,4,4049,
0.1093396544456482,4,4099,
0.17761844396591187,4,4149,
0.044028084725141525,4,4199,
0.12377335876226425,4,4249,
0.2592184841632843,4,4299,
,4,4299,0.18547795712947845
0.06471927464008331,5,4349,
0.047421399503946304,5,4399,
0.12083089351654053,5,4449,
0.17240391671657562,5,4499,
0.13400480151176453,5,4549,
0.23286905884742737,5,4599,
0.12315560132265091,5,4649,
0.18280388414859772,5,4699,
0.11932364106178284,5,4749,
0.07467349618673325,5,4799,
0.0878150537610054,5,4849,
0.05842089280486107,5,4899,
0.08981673419475555,5,4949,
0.15005654096603394,5,4999,
0.22401399910449982,5,5049,
0.17977923154830933,5,5099,
0.09365355223417282,5,5149,
,5,5159,0.14562083780765533
0.10043754428625107,6,5199,
0.09896732121706009,6,5249,
0.08582943677902222,6,5299,
0.06582259386777878,6,5349,
0.0546199232339859,6,5399,
0.21575205028057098,6,5449,
0.08638715744018555,6,5499,
0.06399170309305191,6,5549,
0.16556882858276367,6,5599,
0.20972467958927155,6,5649,
0.053884610533714294,6,5699,
0.12264422327280045,6,5749,
0.15549838542938232,6,5799,
0.2868940532207489,6,5849,
0.13653534650802612,6,5899,
0.07347625494003296,6,5949,
0.1287158876657486,6,5999,
,6,6019,0.133582204580307
0.10487229377031326,7,6049,
0.07993267476558685,7,6099,
0.05327022448182106,7,6149,
0.18754097819328308,7,6199,
0.17858879268169403,7,6249,
0.1346891224384308,7,6299,
0.08741417527198792,7,6349,
0.180830717086792,7,6399,
0.02935081534087658,7,6449,
0.07171188294887543,7,6499,
0.12786953151226044,7,6549,
0.07008951902389526,7,6599,
0.2545972764492035,7,6649,
0.09276799857616425,7,6699,
0.08648598939180374,7,6749,
0.2354937642812729,7,6799,
0.1396877020597458,7,6849,
,7,6879,0.15205980837345123
0.08175909519195557,8,6899,
0.08795098215341568,8,6949,
0.06071130931377411,8,6999,
0.09700033068656921,8,7049,
0.04345642030239105,8,7099,
0.2056213766336441,8,7149,
0.03474097698926926,8,7199,
0.046947211027145386,8,7249,
0.10690592229366302,8,7299,
0.06561464816331863,8,7349,
0.08507991582155228,8,7399,
0.07441142946481705,8,7449,
0.06351932138204575,8,7499,
0.07027315348386765,8,7549,
0.1453254669904709,8,7599,
0.05110205337405205,8,7649,
0.0564124770462513,8,7699,
,8,7739,0.1292954534292221
0.054111048579216,9,7749,
0.027341727167367935,9,7799,
0.11845280975103378,9,7849,
0.07633707672357559,9,7899,
0.023844005540013313,9,7949,
0.02413673885166645,9,7999,
0.04690926522016525,9,8049,
0.04744788259267807,9,8099,
0.04861738160252571,9,8149,
0.024953847751021385,9,8199,
0.10693611204624176,9,8249,
0.015561522915959358,9,8299,
0.15677006542682648,9,8349,
0.09433124959468842,9,8399,
0.08882101625204086,9,8449,
0.0778885930776596,9,8499,
0.09153823554515839,9,8549,
0.0933767557144165,9,8599,
,9,8599,0.12040136754512787
