train_loss,epoch,step,val_loss,val_acc,train_acc,accuracy
2.2293996810913086,0,49,,,,
1.957430362701416,0,99,,,,
1.7573516368865967,0,149,,,,
0.9807862639427185,0,199,,,,
0.7710456848144531,0,249,,,,
0.537680447101593,0,299,,,,
0.4581449329853058,0,349,,,,
0.4425738453865051,0,399,,,,
0.5489675998687744,0,449,,,,
0.40552806854248047,0,499,,,,
0.2170649617910385,0,549,,,,
0.34608569741249084,0,599,,,,
0.422319620847702,0,649,,,,
0.23459000885486603,0,699,,,,
0.4131437838077545,0,749,,,,
0.40050208568573,0,799,,,,
0.2352169007062912,0,849,,,,
,0,859,0.4132643938064575,0.8715999722480774,,
,0,859,,,0.755472719669342,
0.3554430603981018,1,899,,,,
0.5288013219833374,1,949,,,,
0.358269065618515,1,999,,,,
0.4599217176437378,1,1049,,,,
0.25111421942710876,1,1099,,,,
0.28414759039878845,1,1149,,,,
0.4158928096294403,1,1199,,,,
0.3557874262332916,1,1249,,,,
0.12045206129550934,1,1299,,,,
0.3565009534358978,1,1349,,,,
0.21086052060127258,1,1399,,,,
0.17925870418548584,1,1449,,,,
0.456962913274765,1,1499,,,,
0.3596358001232147,1,1549,,,,
0.13221687078475952,1,1599,,,,
0.2337457537651062,1,1649,,,,
0.24235095083713531,1,1699,,,,
,1,1719,0.269416868686676,0.9223999977111816,,
,1,1719,,,0.9092363715171814,
0.18088996410369873,2,1749,,,,
0.13909775018692017,2,1799,,,,
0.5273507833480835,2,1849,,,,
0.19542108476161957,2,1899,,,,
0.2687210440635681,2,1949,,,,
0.3564585745334625,2,1999,,,,
0.14676156640052795,2,2049,,,,
0.18415163457393646,2,2099,,,,
0.20216262340545654,2,2149,,,,
0.26039284467697144,2,2199,,,,
0.2976892590522766,2,2249,,,,
0.17066095769405365,2,2299,,,,
0.18491829931735992,2,2349,,,,
0.13998669385910034,2,2399,,,,
0.3119848072528839,2,2449,,,,
0.10168281942605972,2,2499,,,,
0.37279200553894043,2,2549,,,,
,2,2579,0.21531838178634644,0.9362000226974487,,
,2,2579,,,0.9284363389015198,
0.20038266479969025,3,2599,,,,
0.3013398349285126,3,2649,,,,
0.22573138773441315,3,2699,,,,
0.2895388603210449,3,2749,,,,
0.25769704580307007,3,2799,,,,
0.19988103210926056,3,2849,,,,
0.281715452671051,3,2899,,,,
0.17815624177455902,3,2949,,,,
0.09523580223321915,3,2999,,,,
0.279276043176651,3,3049,,,,
0.19484207034111023,3,3099,,,,
0.10472991317510605,3,3149,,,,
0.14563186466693878,3,3199,,,,
0.17214332520961761,3,3249,,,,
0.1273019164800644,3,3299,,,,
0.09039869904518127,3,3349,,,,
0.27049121260643005,3,3399,,,,
,3,3439,0.23462150990962982,0.9243999719619751,,
,3,3439,,,0.9410908818244934,
0.18880309164524078,4,3449,,,,
0.16796918213367462,4,3499,,,,
0.11520225554704666,4,3549,,,,
0.14835618436336517,4,3599,,,,
0.2064058631658554,4,3649,,,,
0.2269689291715622,4,3699,,,,
0.07262802124023438,4,3749,,,,
0.2587789297103882,4,3799,,,,
0.16626746952533722,4,3849,,,,
0.1425100564956665,4,3899,,,,
0.1850956231355667,4,3949,,,,
0.12005345523357391,4,3999,,,,
0.07460404187440872,4,4049,,,,
0.206462100148201,4,4099,,,,
0.2712016701698303,4,4149,,,,
0.07634374499320984,4,4199,,,,
0.2660728394985199,4,4249,,,,
0.010222585871815681,4,4299,,,,
,4,4299,0.1750655621290207,0.9466000199317932,,
,4,4299,,,0.9492363929748535,
0.29038548469543457,5,4349,,,,
0.14960376918315887,5,4399,,,,
0.0971771776676178,5,4449,,,,
0.10073863714933395,5,4499,,,,
0.060493554919958115,5,4549,,,,
0.16133376955986023,5,4599,,,,
0.1215791255235672,5,4649,,,,
0.10636389255523682,5,4699,,,,
0.32467204332351685,5,4749,,,,
0.10174388438463211,5,4799,,,,
0.2873881161212921,5,4849,,,,
0.12326514720916748,5,4899,,,,
0.12649103999137878,5,4949,,,,
0.15393824875354767,5,4999,,,,
0.265361487865448,5,5049,,,,
0.043468721210956573,5,5099,,,,
0.13210108876228333,5,5149,,,,
,5,5159,0.17672671377658844,0.9440000057220459,,
,5,5159,,,0.954763650894165,
0.07451175898313522,6,5199,,,,
0.2928690016269684,6,5249,,,,
0.16339831054210663,6,5299,,,,
0.23891592025756836,6,5349,,,,
0.23403652012348175,6,5399,,,,
0.13904772698879242,6,5449,,,,
0.06440652906894684,6,5499,,,,
0.083470918238163,6,5549,,,,
0.06660120189189911,6,5599,,,,
0.23411287367343903,6,5649,,,,
0.16845309734344482,6,5699,,,,
0.025734838098287582,6,5749,,,,
0.0988144502043724,6,5799,,,,
0.05894983932375908,6,5849,,,,
0.285103440284729,6,5899,,,,
0.062114764004945755,6,5949,,,,
0.21431618928909302,6,5999,,,,
,6,6019,0.14427441358566284,0.9534000158309937,,
,6,6019,,,0.9621454477310181,
0.05674991384148598,7,6049,,,,
0.1801808476448059,7,6099,,,,
0.08193759620189667,7,6149,,,,
0.1758415549993515,7,6199,,,,
0.0894436165690422,7,6249,,,,
0.0880061686038971,7,6299,,,,
0.054537832736968994,7,6349,,,,
0.20051267743110657,7,6399,,,,
0.047012075781822205,7,6449,,,,
0.04891040921211243,7,6499,,,,
0.18578575551509857,7,6549,,,,
0.10893187671899796,7,6599,,,,
