train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
,8,4049,,,0.8735416531562805,
0.2784234583377838,9,4099,,,,
0.3107621669769287,9,4149,,,,
0.25228890776634216,9,4199,,,,
0.18900473415851593,9,4249,,,,
0.28311944007873535,9,4299,,,,
0.3269695043563843,9,4349,,,,
0.38200482726097107,9,4399,,,,
0.20502334833145142,9,4449,,,,
0.32204949855804443,9,4499,,,,
,9,4499,0.37072649598121643,0.8550000190734863,,
,9,4499,,,0.8777083158493042,
0.24525655806064606,10,4549,,,,
0.38166332244873047,10,4599,,,,
0.33905550837516785,10,4649,,,,
0.16794906556606293,10,4699,,,,
0.16312605142593384,10,4749,,,,
0.3257841467857361,10,4799,,,,
0.5484353303909302,10,4849,,,,
0.14908096194267273,10,4899,,,,
0.3175346255302429,10,4949,,,,
,10,4949,0.32392922043800354,0.8793749809265137,,
,10,4949,,,0.9004166722297668,
0.22283855080604553,11,4999,,,,
0.13536150753498077,11,5049,,,,
0.3916546702384949,11,5099,,,,
0.20257043838500977,11,5149,,,,
0.1823926866054535,11,5199,,,,
0.30084699392318726,11,5249,,,,
0.5318949818611145,11,5299,,,,
0.20332029461860657,11,5349,,,,
0.28311505913734436,11,5399,,,,
,11,5399,0.3294529318809509,0.8725000023841858,,
,11,5399,,,0.9051389098167419,
0.391543447971344,12,5449,,,,
0.20005589723587036,12,5499,,,,
0.17329451441764832,12,5549,,,,
0.21319840848445892,12,5599,,,,
0.15902823209762573,12,5649,,,,
0.31661608815193176,12,5699,,,,
0.3665198087692261,12,5749,,,,
0.1226453185081482,12,5799,,,,
0.26322367787361145,12,5849,,,,
,12,5849,0.322348952293396,0.871874988079071,,
,12,5849,,,0.9059722423553467,
0.29823243618011475,13,5899,,,,
0.09243200719356537,13,5949,,,,
0.20309434831142426,13,5999,,,,
0.2915968596935272,13,6049,,,,
0.21648387610912323,13,6099,,,,
0.08575204759836197,13,6149,,,,
0.24906860291957855,13,6199,,,,
0.2798359990119934,13,6249,,,,
0.32570844888687134,13,6299,,,,
,13,6299,0.3319477140903473,0.8774999976158142,,
,13,6299,,,0.9090971946716309,
0.1629026234149933,14,6349,,,,
0.11754611879587173,14,6399,,,,
0.3989536762237549,14,6449,,,,
0.45689570903778076,14,6499,,,,
0.15180380642414093,14,6549,,,,
0.3543507158756256,14,6599,,,,
0.2116098403930664,14,6649,,,,
0.39935725927352905,14,6699,,,,
0.5188291072845459,14,6749,,,,
,14,6749,0.3293456733226776,0.8824999928474426,,
,14,6749,,,0.9106249809265137,
0.41504478454589844,15,6799,,,,
0.05267448350787163,15,6849,,,,
0.4698776304721832,15,6899,,,,
0.1089860200881958,15,6949,,,,
0.3834116458892822,15,6999,,,,
0.22671037912368774,15,7049,,,,
0.3641945421695709,15,7099,,,,
0.2072140872478485,15,7149,,,,
0.3542420566082001,15,7199,,,,
,15,7199,0.36297985911369324,0.8681250214576721,,
,15,7199,,,0.9125694632530212,
0.3864150941371918,16,7249,,,,
0.2635735869407654,16,7299,,,,
0.21132470667362213,16,7349,,,,
0.19715675711631775,16,7399,,,,
0.19840964674949646,16,7449,,,,
0.33160221576690674,16,7499,,,,
0.23500384390354156,16,7549,,,,
0.1185135766863823,16,7599,,,,
0.13676300644874573,16,7649,,,,
,16,7649,0.3360873758792877,0.875,,
,16,7649,,,0.9148610830307007,
0.33119240403175354,17,7699,,,,
0.10569429397583008,17,7749,,,,
0.14974261820316315,17,7799,,,,
0.24214892089366913,17,7849,,,,
0.11732833832502365,17,7899,,,,
0.05386968329548836,17,7949,,,,
0.2603457272052765,17,7999,,,,
0.36920562386512756,17,8049,,,,
0.10388147085905075,17,8099,,,,
,17,8099,0.3505993187427521,0.871874988079071,,
,17,8099,,,0.9165972471237183,
0.2304457277059555,18,8149,,,,
0.5011807680130005,18,8199,,,,
0.31188973784446716,18,8249,,,,
0.25650766491889954,18,8299,,,,
0.0937773734331131,18,8349,,,,
0.23985683917999268,18,8399,,,,
0.11636906117200851,18,8449,,,,
0.17453646659851074,18,8499,,,,
0.3267287611961365,18,8549,,,,
,18,8549,0.35251206159591675,0.8668749928474426,,
,18,8549,,,0.9156944155693054,
0.1989799290895462,19,8599,,,,
0.4395412802696228,19,8649,,,,
0.1272781789302826,19,8699,,,,
0.17717339098453522,19,8749,,,,
0.1656530201435089,19,8799,,,,
0.23578424751758575,19,8849,,,,
0.2373000979423523,19,8899,,,,
0.1256154626607895,19,8949,,,,
0.15631063282489777,19,8999,,,,
,19,8999,0.3454474210739136,0.8681250214576721,,
,19,8999,,,0.9184722304344177,
0.25264912843704224,20,9049,,,,
0.15344415605068207,20,9099,,,,
0.09753565490245819,20,9149,,,,
0.24185815453529358,20,9199,,,,
0.2984890341758728,20,9249,,,,
0.07009289413690567,20,9299,,,,
0.13229452073574066,20,9349,,,,
0.29186010360717773,20,9399,,,,
0.33427754044532776,20,9449,,,,
,20,9449,0.3327767550945282,0.8862500190734863,,
,20,9449,,,0.9308333396911621,
0.05259937047958374,21,9499,,,,
0.13785700500011444,21,9549,,,,
0.1698312610387802,21,9599,,,,
0.18387500941753387,21,9649,,,,
0.22757191956043243,21,9699,,,,
0.26529642939567566,21,9749,,,,
0.22398775815963745,21,9799,,,,
0.13632524013519287,21,9849,,,,
0.13864733278751373,21,9899,,,,
,21,9899,0.31144216656684875,0.890625,,
,21,9899,,,0.9338889122009277,
0.15990838408470154,22,9949,,,,
0.26714709401130676,22,9999,,,,
0.12371668219566345,22,10049,,,,
0.254249632358551,22,10099,,,,
0.27103903889656067,22,10149,,,,
0.1233852207660675,22,10199,,,,
0.3776760697364807,22,10249,,,,
0.21629351377487183,22,10299,,,,
0.10393592715263367,22,10349,,,,
,22,10349,0.31623971462249756,0.8924999833106995,,
,22,10349,,,0.9359722137451172,
0.15365706384181976,23,10399,,,,
0.17031481862068176,23,10449,,,,
0.11313329637050629,23,10499,,,,
0.18213044106960297,23,10549,,,,
0.08902182430028915,23,10599,,,,
0.46469375491142273,23,10649,,,,
0.11089030653238297,23,10699,,,,
0.0324486568570137,23,10749,,,,
0.43354496359825134,23,10799,,,,
,23,10799,0.3328317701816559,0.8862500190734863,,
,23,10799,,,0.9349305629730225,
0.09776566177606583,24,10849,,,,
0.18615148961544037,24,10899,,,,
0.18542829155921936,24,10949,,,,
0.22543691098690033,24,10999,,,,
0.07397618144750595,24,11049,,,,
0.08699442446231842,24,11099,,,,
0.1122218444943428,24,11149,,,,
0.1344665288925171,24,11199,,,,
0.3886202573776245,24,11249,,,,
,24,11249,0.34094226360321045,0.8787500262260437,,
,24,11249,,,0.9361110925674438,
0.38400864601135254,25,11299,,,,
0.15173369646072388,25,11349,,,,
0.2998083829879761,25,11399,,,,
0.22499021887779236,25,11449,,,,
0.11303695291280746,25,11499,,,,
0.13635985553264618,25,11549,,,,
0.2121996134519577,25,11599,,,,
0.15222769975662231,25,11649,,,,
0.14186915755271912,25,11699,,,,
,25,11699,0.3484719395637512,0.8774999976158142,,
,25,11699,,,0.9362499713897705,
0.1798277050256729,26,11749,,,,
0.31010472774505615,26,11799,,,,
0.1166544035077095,26,11849,,,,
0.0541703887283802,26,11899,,,,
0.17057141661643982,26,11949,,,,
0.15674027800559998,26,11999,,,,
0.09963595122098923,26,12049,,,,
0.20969419181346893,26,12099,,,,
0.20307745039463043,26,12149,,,,
,26,12149,0.3359309732913971,0.8931249976158142,,
,26,12149,,,0.9367361068725586,
0.28753164410591125,27,12199,,,,
0.17211943864822388,27,12249,,,,
0.23191691935062408,27,12299,,,,
0.27987784147262573,27,12349,,,,
0.16629713773727417,27,12399,,,,
0.2504567801952362,27,12449,,,,
0.21276575326919556,27,12499,,,,
0.09240247309207916,27,12549,,,,
0.17184869945049286,27,12599,,,,
,27,12599,0.3609616458415985,0.8818749785423279,,
,27,12599,,,0.940833330154419,
0.08986677974462509,28,12649,,,,
0.2566862404346466,28,12699,,,,
0.1229291558265686,28,12749,,,,
0.09036535769701004,28,12799,,,,
0.18041552603244781,28,12849,,,,
0.31173256039619446,28,12899,,,,
0.20919117331504822,28,12949,,,,
0.1095966324210167,28,12999,,,,
0.19627059996128082,28,13049,,,,
,28,13049,0.3509816825389862,0.8831250071525574,,
,28,13049,,,0.9398611187934875,
0.11523962020874023,29,13099,,,,
0.12964533269405365,29,13149,,,,
0.268137663602829,29,13199,,,,
0.2215108722448349,29,13249,,,,
0.11616292595863342,29,13299,,,,
0.09937263280153275,29,13349,,,,
0.07592001557350159,29,13399,,,,
0.19680464267730713,29,13449,,,,
0.32893916964530945,29,13499,,,,
,29,13499,0.34346291422843933,0.8856250047683716,,
,29,13499,,,0.9411110877990723,
0.08640304207801819,30,13549,,,,
0.33258888125419617,30,13599,,,,
0.3400132954120636,30,13649,,,,
0.12705770134925842,30,13699,,,,
0.09616613388061523,30,13749,,,,
0.10168471932411194,30,13799,,,,
0.1205819845199585,30,13849,,,,
0.3813166320323944,30,13899,,,,
0.10809791088104248,30,13949,,,,
,30,13949,0.3522682189941406,0.8887500166893005,,
,30,13949,,,0.9492360949516296,
0.12096583098173141,31,13999,,,,
0.3281634747982025,31,14049,,,,
0.1602543443441391,31,14099,,,,
0.14272774755954742,31,14149,,,,
0.0535532608628273,31,14199,,,,
0.13602185249328613,31,14249,,,,
0.1854115128517151,31,14299,,,,
0.184407576918602,31,14349,,,,
0.059033215045928955,31,14399,,,,
,31,14399,0.35408344864845276,0.8899999856948853,,
,31,14399,,,0.9514583349227905,
0.07607051730155945,32,14449,,,,
0.08670675754547119,32,14499,,,,
0.11552858352661133,32,14549,,,,
0.07979351282119751,32,14599,,,,
0.16702121496200562,32,14649,,,,
0.1317039430141449,32,14699,,,,
0.09468977153301239,32,14749,,,,
0.2368750125169754,32,14799,,,,
0.1287650316953659,32,14849,,,,
,32,14849,0.3560377359390259,0.8868749737739563,,
,32,14849,,,0.9497222304344177,
0.045669421553611755,33,14899,,,,
0.17622484266757965,33,14949,,,,
0.09896853566169739,33,14999,,,,
0.33001944422721863,33,15049,,,,
0.11724156886339188,33,15099,,,,
0.12238986790180206,33,15149,,,,
0.13524898886680603,33,15199,,,,
0.09753954410552979,33,15249,,,,
0.058269985020160675,33,15299,,,,
,33,15299,0.3720977008342743,0.8831250071525574,,
,33,15299,,,0.9527778029441833,
0.08996142446994781,34,15349,,,,
0.04259205237030983,34,15399,,,,
0.16168349981307983,34,15449,,,,
0.05689830332994461,34,15499,,,,
0.10694169998168945,34,15549,,,,
0.12165132910013199,34,15599,,,,
0.2827341854572296,34,15649,,,,
0.1326202154159546,34,15699,,,,
0.15409746766090393,34,15749,,,,
,34,15749,0.3754599094390869,0.8762500286102295,,
,34,15749,,,0.9527083039283752,
0.1517479121685028,35,15799,,,,
0.0745115801692009,35,15849,,,,
0.06191208213567734,35,15899,,,,
0.13294899463653564,35,15949,,,,
0.1149551123380661,35,15999,,,,
0.055044881999492645,35,16049,,,,
0.24311991035938263,35,16099,,,,
0.2790417969226837,35,16149,,,,
0.18573404848575592,35,16199,,,,
,35,16199,0.367121160030365,0.8806250095367432,,
,35,16199,,,0.9535416960716248,
0.21354448795318604,36,16249,,,,
0.3606511354446411,36,16299,,,,
0.07646209001541138,36,16349,,,,
0.035126522183418274,36,16399,,,,
0.0835866928100586,36,16449,,,,
0.11958213895559311,36,16499,,,,
0.0963008925318718,36,16549,,,,
0.10890959203243256,36,16599,,,,
0.030700000002980232,36,16649,,,,
,36,16649,0.36968863010406494,0.8831250071525574,,
,36,16649,,,0.9545833468437195,
0.08115679025650024,37,16699,,,,
0.12105733156204224,37,16749,,,,
0.10663731396198273,37,16799,,,,
0.08419748395681381,37,16849,,,,
0.10155387967824936,37,16899,,,,
0.08692051470279694,37,16949,,,,
0.12358953803777695,37,16999,,,,
0.3863779604434967,37,17049,,,,
0.18060864508152008,37,17099,,,,
,37,17099,0.36818668246269226,0.8831250071525574,,
,37,17099,,,0.9551388621330261,
0.12723711133003235,38,17149,,,,
0.07716593146324158,38,17199,,,,
0.06426821649074554,38,17249,,,,
0.08136457204818726,38,17299,,,,
0.051416654139757156,38,17349,,,,
0.08427064120769501,38,17399,,,,
0.055223383009433746,38,17449,,,,
0.13086193799972534,38,17499,,,,
0.20032915472984314,38,17549,,,,
,38,17549,0.36936676502227783,0.8806250095367432,,
,38,17549,,,0.9549999833106995,
0.06514571607112885,39,17599,,,,
0.1491987109184265,39,17649,,,,
0.3786970376968384,39,17699,,,,
0.1815376579761505,39,17749,,,,
0.17397338151931763,39,17799,,,,
0.1634625345468521,39,17849,,,,
0.14760303497314453,39,17899,,,,
0.09247954934835434,39,17949,,,,
0.10726358741521835,39,17999,,,,
,39,17999,0.3741736114025116,0.8868749737739563,,
,39,17999,,,0.9557638764381409,
0.2078711837530136,40,18049,,,,
0.20591549575328827,40,18099,,,,
0.09099172800779343,40,18149,,,,
0.187521293759346,40,18199,,,,
0.09584757685661316,40,18249,,,,
0.08514562249183655,40,18299,,,,
0.0870751291513443,40,18349,,,,
0.050176188349723816,40,18399,,,,
0.10711612552404404,40,18449,,,,
,40,18449,0.37578046321868896,0.8793749809265137,,
,40,18449,,,0.961180567741394,
0.12350444495677948,41,18499,,,,
0.40143510699272156,41,18549,,,,
0.20226672291755676,41,18599,,,,
0.047157663851976395,41,18649,,,,
0.2748144567012787,41,18699,,,,
0.037048544734716415,41,18749,,,,
0.11196579039096832,41,18799,,,,
0.15942884981632233,41,18849,,,,
0.037943363189697266,41,18899,,,,
,41,18899,0.3756026029586792,0.8818749785423279,,
,41,18899,,,0.9613194465637207,
0.08367037028074265,42,18949,,,,
0.08214873820543289,42,18999,,,,
0.333869993686676,42,19049,,,,
0.06383200734853745,42,19099,,,,
0.11147084087133408,42,19149,,,,
0.06717973202466965,42,19199,,,,
0.11813984811306,42,19249,,,,
0.07589778304100037,42,19299,,,,
0.3509542942047119,42,19349,,,,
,42,19349,0.38437026739120483,0.8756250143051147,,
,42,19349,,,0.9620139002799988,
0.11783090233802795,43,19399,,,,
0.05296872556209564,43,19449,,,,
0.07261679321527481,43,19499,,,,
0.00859829317778349,43,19549,,,,
0.07068540155887604,43,19599,,,,
0.07061682641506195,43,19649,,,,
0.1705874502658844,43,19699,,,,
0.07358697056770325,43,19749,,,,
0.07782162725925446,43,19799,,,,
,43,19799,0.384149968624115,0.8818749785423279,,
,43,19799,,,0.9623610973358154,
0.22684794664382935,44,19849,,,,
0.03940615803003311,44,19899,,,,
0.07122161984443665,44,19949,,,,
0.06346159428358078,44,19999,,,,
0.11502545326948166,44,20049,,,,
0.06554276496171951,44,20099,,,,
0.0677957683801651,44,20149,,,,
0.048554353415966034,44,20199,,,,
0.2521831691265106,44,20249,,,,
,44,20249,0.38616734743118286,0.8818749785423279,,
,44,20249,,,0.9629166722297668,
0.15582537651062012,45,20299,,,,
0.06750046461820602,45,20349,,,,
0.2450626939535141,45,20399,,,,
0.16965410113334656,45,20449,,,,
0.17178265750408173,45,20499,,,,
0.18342448770999908,45,20549,,,,
0.15617792308330536,45,20599,,,,
0.20318464934825897,45,20649,,,,
0.06377183645963669,45,20699,,,,
,45,20699,0.3805660009384155,0.8862500190734863,,
,45,20699,,,0.9631944298744202,
0.0549667589366436,46,20749,,,,
0.13204291462898254,46,20799,,,,
0.14602594077587128,46,20849,,,,
0.08231262117624283,46,20899,,,,
0.09587503224611282,46,20949,,,,
0.09837846457958221,46,20999,,,,
0.17222537100315094,46,21049,,,,
0.15782125294208527,46,21099,,,,
0.1255665272474289,46,21149,,,,
,46,21149,0.3880389332771301,0.8837500214576721,,
,46,21149,,,0.9633333086967468,
0.16549363732337952,47,21199,,,,
0.07838641852140427,47,21249,,,,
0.09687862545251846,47,21299,,,,
0.06511493772268295,47,21349,,,,
0.05960084870457649,47,21399,,,,
0.0521540641784668,47,21449,,,,
0.065414659678936,47,21499,,,,
0.19211389124393463,47,21549,,,,
0.1582433432340622,47,21599,,,,
,47,21599,0.3840233087539673,0.8824999928474426,,
,47,21599,,,0.9638194441795349,
0.06251753121614456,48,21649,,,,
0.34726306796073914,48,21699,,,,
0.19419647753238678,48,21749,,,,
0.06368765234947205,48,21799,,,,
0.18442830443382263,48,21849,,,,
0.0839611068367958,48,21899,,,,
0.11087214201688766,48,21949,,,,
0.0674368292093277,48,21999,,,,
0.0416133776307106,48,22049,,,,
,48,22049,0.3919109106063843,0.8818749785423279,,
,48,22049,,,0.9627777934074402,
0.12722748517990112,49,22099,,,,
0.09107416123151779,49,22149,,,,
0.05640864744782448,49,22199,,,,
0.2756216526031494,49,22249,,,,
0.0883282944560051,49,22299,,,,
0.10953235626220703,49,22349,,,,
0.06319434195756912,49,22399,,,,
0.09095284342765808,49,22449,,,,
0.09536010026931763,49,22499,,,,
,49,22499,0.399027556180954,0.8831250071525574,,
,49,22499,,,0.9646527767181396,
0.035736169666051865,50,22549,,,,
0.13734866678714752,50,22599,,,,
0.05264878273010254,50,22649,,,,
0.1594168245792389,50,22699,,,,
0.05219130590558052,50,22749,,,,
0.1164449080824852,50,22799,,,,
0.1197659969329834,50,22849,,,,
0.2401377111673355,50,22899,,,,
0.09263093769550323,50,22949,,,,
,50,22949,0.3881895840167999,0.8856250047683716,,
,50,22949,,,0.9668750166893005,
0.0522877499461174,51,22999,,,,
0.0412951223552227,51,23049,,,,
0.12638084590435028,51,23099,,,,
0.07814572751522064,51,23149,,,,
0.012792300432920456,51,23199,,,,
0.09581529349088669,51,23249,,,,
0.12795305252075195,51,23299,,,,
0.26288866996765137,51,23349,,,,
0.0906224250793457,51,23399,,,,
,51,23399,0.39382025599479675,0.8812500238418579,,
,51,23399,,,0.9668750166893005,
0.08032898604869843,52,23449,,,,
0.3059796690940857,52,23499,,,,
0.23569409549236298,52,23549,,,,
0.18209414184093475,52,23599,,,,
0.1918739378452301,52,23649,,,,
0.33916544914245605,52,23699,,,,
0.10775737464427948,52,23749,,,,
0.06999906152486801,52,23799,,,,
0.04739030450582504,52,23849,,,,
,52,23849,0.39235079288482666,0.8818749785423279,,
,52,23849,,,0.9673610925674438,
0.09155146777629852,53,23899,,,,
0.052559565752744675,53,23949,,,,
0.10244300216436386,53,23999,,,,
0.06923571974039078,53,24049,,,,
0.1090601310133934,53,24099,,,,
0.05071602761745453,53,24149,,,,
0.06446851044893265,53,24199,,,,
0.11434635519981384,53,24249,,,,
0.1723869889974594,53,24299,,,,
,53,24299,0.3891793489456177,0.8818749785423279,,
,53,24299,,,0.9675694704055786,
0.30446046590805054,54,24349,,,,
0.11641449481248856,54,24399,,,,
0.1710527241230011,54,24449,,,,
0.101905457675457,54,24499,,,,
0.09873141348361969,54,24549,,,,
0.04847428575158119,54,24599,,,,
0.047620195895433426,54,24649,,,,
0.034618981182575226,54,24699,,,,
0.07741198688745499,54,24749,,,,
,54,24749,0.3966653347015381,0.8831250071525574,,
,54,24749,,,0.9682638645172119,
0.052260298281908035,55,24799,,,,
0.2228354960680008,55,24849,,,,
0.24004903435707092,55,24899,,,,
0.1539115011692047,55,24949,,,,
0.049247268587350845,55,24999,,,,
0.08110251277685165,55,25049,,,,
0.2451472133398056,55,25099,,,,
0.2514228820800781,55,25149,,,,
0.1084882915019989,55,25199,,,,
,55,25199,0.3940049707889557,0.8793749809265137,,
,55,25199,,,0.9677083492279053,
0.15386593341827393,56,25249,,,,
0.2579450011253357,56,25299,,,,
0.3680129647254944,56,25349,,,,
0.08295369893312454,56,25399,,,,
0.21680854260921478,56,25449,,,,
0.07138841599225998,56,25499,,,,
0.13790807127952576,56,25549,,,,
0.15017694234848022,56,25599,,,,
0.11970020085573196,56,25649,,,,
,56,25649,0.3942074179649353,0.8849999904632568,,
,56,25649,,,0.9688194394111633,
0.3019025921821594,57,25699,,,,
0.07566904276609421,57,25749,,,,
0.042866673320531845,57,25799,,,,
0.19284826517105103,57,25849,,,,
0.0436222068965435,57,25899,,,,
0.12637071311473846,57,25949,,,,
0.06220926344394684,57,25999,,,,
0.14376331865787506,57,26049,,,,
0.14941935241222382,57,26099,,,,
,57,26099,0.39525389671325684,0.8856250047683716,,
,57,26099,,,0.9680555462837219,
0.0774684026837349,58,26149,,,,
0.052787598222494125,58,26199,,,,
0.132302388548851,58,26249,,,,
0.1114947721362114,58,26299,,,,
0.11630205810070038,58,26349,,,,
0.07728517800569534,58,26399,,,,
0.08642435073852539,58,26449,,,,
0.0615856908261776,58,26499,,,,
0.057981546968221664,58,26549,,,,
,58,26549,0.4014245569705963,0.8831250071525574,,
,58,26549,,,0.9690277576446533,
0.06558477878570557,59,26599,,,,
0.0418667308986187,59,26649,,,,
0.24541737139225006,59,26699,,,,
0.10388835519552231,59,26749,,,,
0.08502539992332458,59,26799,,,,
0.10656317323446274,59,26849,,,,
0.06430195271968842,59,26899,,,,
0.06882717460393906,59,26949,,,,
0.17954955995082855,59,26999,,,,
,59,26999,0.4007948935031891,0.8824999928474426,,
,59,26999,,,0.9679166674613953,
0.1557139754295349,60,27049,,,,
0.07608477026224136,60,27099,,,,
0.25424477458000183,60,27149,,,,
0.11727968603372574,60,27199,,,,
0.0659368708729744,60,27249,,,,
0.03336942568421364,60,27299,,,,
0.05657210946083069,60,27349,,,,
0.1620165854692459,60,27399,,,,
0.10064565390348434,60,27449,,,,
,60,27449,0.39745429158210754,0.8824999928474426,,
,60,27449,,,0.9697222113609314,
0.02376135252416134,61,27499,,,,
0.07027197629213333,61,27549,,,,
0.04350830987095833,61,27599,,,,
0.06252162158489227,61,27649,,,,
0.06113342195749283,61,27699,,,,
0.06811004877090454,61,27749,,,,
0.032391950488090515,61,27799,,,,
0.09130305051803589,61,27849,,,,
0.08975110203027725,61,27899,,,,
,61,27899,0.39911478757858276,0.8849999904632568,,
,61,27899,,,0.9697222113609314,
0.05107240006327629,62,27949,,,,
0.05769495293498039,62,27999,,,,
0.06813202798366547,62,28049,,,,
0.12021812796592712,62,28099,,,,
0.10866916924715042,62,28149,,,,
0.0846918597817421,62,28199,,,,
0.12183713167905807,62,28249,,,,
0.11403211951255798,62,28299,,,,
0.16367585957050323,62,28349,,,,
,62,28349,0.40009844303131104,0.8849999904632568,,
,62,28349,,,0.9697916507720947,
0.10117228329181671,63,28399,,,,
0.03246615454554558,63,28449,,,,
0.07083605974912643,63,28499,,,,
0.01976732350885868,63,28549,,,,
0.019537027925252914,63,28599,,,,
0.09900815039873123,63,28649,,,,
0.059007108211517334,63,28699,,,,
0.09478936344385147,63,28749,,,,
0.12673388421535492,63,28799,,,,
,63,28799,0.4033200144767761,0.8849999904632568,,
,63,28799,,,0.9704166650772095,
0.04730117321014404,64,28849,,,,
0.03584340587258339,64,28899,,,,
0.04932808130979538,64,28949,,,,
0.04696201533079147,64,28999,,,,
0.1289873868227005,64,29049,,,,
0.14597608149051666,64,29099,,,,
0.14150303602218628,64,29149,,,,
0.0521148145198822,64,29199,,,,
0.1017996221780777,64,29249,,,,
,64,29249,0.4017219543457031,0.8868749737739563,,
,64,29249,,,0.9701389074325562,
0.2548880875110626,65,29299,,,,
0.16382722556591034,65,29349,,,,
0.0588386207818985,65,29399,,,,
0.06889788806438446,65,29449,,,,
0.06071297451853752,65,29499,,,,
0.06055833399295807,65,29549,,,,
0.07283052802085876,65,29599,,,,
0.1628776639699936,65,29649,,,,
0.08374224603176117,65,29699,,,,
,65,29699,0.40436965227127075,0.8843749761581421,,
,65,29699,,,0.9697222113609314,
0.0740678682923317,66,29749,,,,
0.05404588207602501,66,29799,,,,
0.05083518475294113,66,29849,,,,
0.07819901406764984,66,29899,,,,
0.16561450064182281,66,29949,,,,
0.16969405114650726,66,29999,,,,
0.09434506297111511,66,30049,,,,
0.04921650514006615,66,30099,,,,
0.0977734699845314,66,30149,,,,
,66,30149,0.40461409091949463,0.8818749785423279,,
,66,30149,,,0.9702083468437195,
0.14726196229457855,67,30199,,,,
0.09795491397380829,67,30249,,,,
0.20749634504318237,67,30299,,,,
0.0712057575583458,67,30349,,,,
0.08304346352815628,67,30399,,,,
0.10757633298635483,67,30449,,,,
0.13631680607795715,67,30499,,,,
0.045350879430770874,67,30549,,,,
0.11342082172632217,67,30599,,,,
,67,30599,0.40536072850227356,0.8831250071525574,,
