train_loss,epoch,step,val_loss,val_acc,train_acc
0.6484501957893372,0,49,,,
0.5447273254394531,0,99,,,
0.5166094899177551,0,149,,,
0.7622420787811279,0,199,,,
0.5182197690010071,0,249,,,
0.5407808423042297,0,299,,,
0.573452353477478,0,349,,,
0.5198073387145996,0,399,,,
0.5799726843833923,0,449,,,
,0,449,0.5069335699081421,0.7612500190734863,
,0,449,,,0.7147916555404663
0.7394444346427917,1,499,,,
0.43903833627700806,1,549,,,
0.36272764205932617,1,599,,,
0.5127196907997131,1,649,,,
0.49727270007133484,1,699,,,
0.40005531907081604,1,749,,,
0.4423179626464844,1,799,,,
0.4841868579387665,1,849,,,
0.5105448365211487,1,899,,,
,1,899,0.46410083770751953,0.7943750023841858,
,1,899,,,0.7876389026641846
0.42938217520713806,2,949,,,
0.29576045274734497,2,999,,,
0.37002623081207275,2,1049,,,
0.4411652684211731,2,1099,,,
0.48095524311065674,2,1149,,,
0.30485227704048157,2,1199,,,
0.3464084565639496,2,1249,,,
0.700989842414856,2,1299,,,
0.47676151990890503,2,1349,,,
,2,1349,0.4128451943397522,0.8287500143051147,
,2,1349,,,0.8183333277702332
0.5916680693626404,3,1399,,,
0.37774577736854553,3,1449,,,
0.41519108414649963,3,1499,,,
0.38254231214523315,3,1549,,,
0.3168856203556061,3,1599,,,
0.4613388478755951,3,1649,,,
0.2746610939502716,3,1699,,,
0.19550397992134094,3,1749,,,
0.27354076504707336,3,1799,,,
,3,1799,0.4118483364582062,0.8256250023841858,
,3,1799,,,0.8336111307144165
0.4193175435066223,4,1849,,,
0.35009312629699707,4,1899,,,
0.23746357858181,4,1949,,,
0.5456694960594177,4,1999,,,
0.27195531129837036,4,2049,,,
0.41786307096481323,4,2099,,,
0.2768644094467163,4,2149,,,
0.5121755003929138,4,2199,,,
0.2754654586315155,4,2249,,,
,4,2249,0.38419032096862793,0.8512499928474426,
,4,2249,,,0.8460416793823242
0.29213130474090576,5,2299,,,
0.2319098860025406,5,2349,,,
0.2554169297218323,5,2399,,,
0.4411560297012329,5,2449,,,
0.3191104233264923,5,2499,,,
0.2780170440673828,5,2549,,,
0.21881768107414246,5,2599,,,
0.4326338469982147,5,2649,,,
0.4137607216835022,5,2699,,,
,5,2699,0.39051783084869385,0.8412500023841858,
,5,2699,,,0.8581249713897705
0.21049284934997559,6,2749,,,
0.37594521045684814,6,2799,,,
0.6731175184249878,6,2849,,,
0.2318507432937622,6,2899,,,
0.3734719455242157,6,2949,,,
0.29603075981140137,6,2999,,,
0.21516722440719604,6,3049,,,
0.34426283836364746,6,3099,,,
0.25053972005844116,6,3149,,,
,6,3149,0.38653895258903503,0.8631250262260437,
,6,3149,,,0.8661805391311646
0.27700480818748474,7,3199,,,
0.29132452607154846,7,3249,,,
0.4191620647907257,7,3299,,,
0.34683388471603394,7,3349,,,
0.37030360102653503,7,3399,,,
0.23661427199840546,7,3449,,,
0.4706326127052307,7,3499,,,
0.4766349792480469,7,3549,,,
0.3131236732006073,7,3599,,,
,7,3599,0.3842906057834625,0.8550000190734863,
,7,3599,,,0.8696527481079102
0.2779403328895569,8,3649,,,
0.44548988342285156,8,3699,,,
0.32233595848083496,8,3749,,,
0.5517242550849915,8,3799,,,
0.13888132572174072,8,3849,,,
0.36344242095947266,8,3899,,,
0.30907702445983887,8,3949,,,
0.4494744539260864,8,3999,,,
0.3366076946258545,8,4049,,,
,8,4049,0.3684380054473877,0.8606250286102295,
,8,4049,,,0.87520831823349
0.6528204083442688,9,4099,,,
0.49904540181159973,9,4149,,,
0.6224573850631714,9,4199,,,
0.22557494044303894,9,4249,,,
0.274306058883667,9,4299,,,
0.3334566652774811,9,4349,,,
0.21495114266872406,9,4399,,,
0.46542343497276306,9,4449,,,
0.35720551013946533,9,4499,,,
,9,4499,0.3662695288658142,0.8525000214576721,
,9,4499,,,0.8842360973358154
